date,description,amount,category,transaction_type
2025-10-07,Dominos Pizza,604.38,Food,Expense
2025-10-07,Ola,1027.02,Transportation,Expense
2025-10-08,Local Bakery,2460.64,Food,Expense
2025-10-08,Dental Checkup,2064.56,Healthcare,Expense
2025-10-08,Petrol Pump,2726.0,Transportation,Expense
2025-10-08,Airtel Broadband,796.39,Bills & Utilities,Expense
2025-10-08,Dominos Pizza,1702.96,Food,Expense
2025-10-08,Oyo Rooms,7030.22,Travel,Expense
2025-10-08,Netflix,644.42,Entertainment,Expense
2025-10-08,Gas Cylinder,2859.02,Bills & Utilities,Expense
2025-10-08,BookMyShow,506.0,Entertainment,Expense
2025-10-09,Tech Corp Salary,137045.99,Salary,Income
2025-10-09,Petrol Pump,1014.9,Transportation,Expense
2025-10-09,Dominos Pizza,1984.69,Food,Expense
2025-10-09,Monthly Rent,14677.84,Rent,Expense
2025-10-09,Indigo Airlines,14554.92,Travel,Expense
2025-10-09,Airtel Broadband,13797.39,Bills & Utilities,Expense
2025-10-09,Jio Recharge,1289.57,Bills & Utilities,Expense
2025-10-09,Flipkart,269.83,Shopping,Expense
2025-10-09,MakeMyTrip,6072.85,Travel,Expense
2025-10-10,Indian Railways,2463.42,Transportation,Expense
2025-10-10,Indian Railways,300.37,Transportation,Expense
2025-10-10,Airtel Broadband,2724.25,Bills & Utilities,Expense
2025-10-10,Amazon Prime,1556.28,Entertainment,Expense
2025-10-10,Local Bakery,390.87,Food,Expense
2025-10-10,Monthly Rent,20818.04,Rent,Expense
2025-10-11,Metro Card Recharge,1025.52,Transportation,Expense
2025-10-11,Spotify,1150.44,Entertainment,Expense
2025-10-11,McDonalds,1473.53,Food,Expense
2025-10-11,Apollo Pharmacy,1473.97,Healthcare,Expense
2025-10-11,Local Bakery,2248.57,Food,Expense
2025-10-11,Freelance Gig,57479.43,Salary,Income
2025-10-11,Spotify,1869.99,Entertainment,Expense
2025-10-12,Ola,401.09,Transportation,Expense
2025-10-12,Reliance Digital,1876.35,Shopping,Expense
2025-10-13,Practo Consultation,534.38,Healthcare,Expense
2025-10-13,Cafe Coffee Day,2794.63,Food,Expense
2025-10-13,Zara,2817.51,Shopping,Expense
2025-10-13,Myntra,1780.79,Shopping,Expense
2025-10-13,Indian Railways,1747.08,Transportation,Expense
2025-10-13,Gas Cylinder,1876.42,Bills & Utilities,Expense
2025-10-13,Reliance Digital,1259.2,Shopping,Expense
2025-10-14,Zomato,1205.73,Food,Expense
2025-10-14,Starbucks,2997.92,Food,Expense
2025-10-14,Zomato,2249.85,Food,Expense
2025-10-14,Consulting Fee,38547.36,Salary,Income
2025-10-14,Monthly Rent,11729.16,Rent,Expense
2025-10-14,Zara,1203.26,Shopping,Expense
2025-10-14,Monthly Rent,29786.24,Rent,Expense
2025-10-14,Monthly Rent,23444.83,Rent,Expense
2025-10-15,Uber,908.04,Transportation,Expense
2025-10-15,Zomato,2647.06,Food,Expense
2025-10-15,McDonalds,2095.4,Food,Expense
2025-10-15,Zomato,554.08,Food,Expense
2025-10-15,Oyo Rooms,14819.89,Travel,Expense
2025-10-15,Swiggy,769.8,Food,Expense
2025-10-15,Ola,1460.3,Transportation,Expense
2025-10-15,Amazon,2546.21,Shopping,Expense
2025-10-15,Netflix,667.0,Entertainment,Expense
2025-10-15,Starbucks,2004.06,Food,Expense
2025-10-15,Amazon,1740.38,Shopping,Expense
2025-10-16,Petrol Pump,2943.29,Transportation,Expense
2025-10-16,MakeMyTrip,5594.66,Travel,Expense
2025-10-16,Ola,2963.02,Transportation,Expense
2025-10-16,Freelance Gig,128558.1,Salary,Income
2025-10-16,Amazon Prime,2424.55,Entertainment,Expense
2025-10-16,Electricity Bill,2108.1,Bills & Utilities,Expense
2025-10-16,Uber,995.59,Transportation,Expense
2025-10-16,Indian Railways,2536.36,Transportation,Expense
2025-10-16,Zomato,1867.61,Food,Expense
2025-10-17,Electricity Bill,513.16,Bills & Utilities,Expense
2025-10-17,Uber,1541.48,Transportation,Expense
2025-10-17,Metro Card Recharge,2287.83,Transportation,Expense
2025-10-17,Gas Cylinder,1468.29,Bills & Utilities,Expense
2025-10-17,Local Bakery,1727.47,Food,Expense
2025-10-17,Zomato,2552.0,Food,Expense
2025-10-17,Spotify,2798.06,Entertainment,Expense
2025-10-17,Starbucks,2586.03,Food,Expense
2025-10-17,Indian Railways,915.63,Transportation,Expense
2025-10-18,Metro Card Recharge,2678.73,Transportation,Expense
2025-10-18,Indian Railways,385.66,Transportation,Expense
2025-10-18,Flipkart,10091.85,Shopping,Expense
2025-10-18,Dominos Pizza,771.0,Food,Expense
2025-10-18,Tech Corp Salary,113473.76,Salary,Income
2025-10-18,Apollo Pharmacy,2290.28,Healthcare,Expense
2025-10-18,Cafe Coffee Day,1111.57,Food,Expense
2025-10-18,Zomato,2425.12,Food,Expense
2025-10-19,Starbucks,446.28,Food,Expense
2025-10-19,Spotify,1499.43,Entertainment,Expense
2025-10-19,Practo Consultation,780.34,Healthcare,Expense
2025-10-19,Starbucks,2789.62,Food,Expense
2025-10-19,Petrol Pump,2948.99,Transportation,Expense
2025-10-19,Starbucks,2474.83,Food,Expense
2025-10-19,Starbucks,718.35,Food,Expense
2025-10-19,Water Bill,766.67,Bills & Utilities,Expense
2025-10-19,Myntra,685.49,Shopping,Expense
2025-10-19,Reliance Digital,417.49,Shopping,Expense
2025-10-20,Ola,2573.29,Transportation,Expense
2025-10-20,DMart,2664.91,Shopping,Expense
2025-10-20,Jio Recharge,1406.38,Bills & Utilities,Expense
2025-10-20,Monthly Rent,27219.2,Rent,Expense
2025-10-20,Local Bakery,1326.03,Food,Expense
2025-10-20,Uber,1073.33,Transportation,Expense
2025-10-20,Indian Railways,120.58,Transportation,Expense
2025-10-20,Indian Railways,404.49,Transportation,Expense
2025-10-20,Amazon,326.92,Shopping,Expense
2025-10-20,Amazon,1969.72,Shopping,Expense
2025-10-20,Airtel Broadband,204.0,Bills & Utilities,Expense
2025-10-21,Cafe Coffee Day,19137.02,Food,Expense
2025-10-21,Apollo Pharmacy,430.2,Healthcare,Expense
2025-10-21,Starbucks,2115.76,Food,Expense
2025-10-21,DMart,2537.03,Shopping,Expense
2025-10-21,Uber,132.71,Transportation,Expense
2025-10-22,Myntra,6210.17,Shopping,Expense
2025-10-22,Local Bakery,2421.41,Food,Expense
2025-10-22,Starbucks,1952.88,Food,Expense
2025-10-22,Gas Cylinder,1112.92,Bills & Utilities,Expense
2025-10-22,Zomato,1516.1,Food,Expense
2025-10-22,Tech Corp Salary,71457.26,Salary,Income
2025-10-22,Ola,1993.81,Transportation,Expense
2025-10-22,DMart,1481.07,Shopping,Expense
2025-10-23,Indian Railways,2999.41,Transportation,Expense
2025-10-23,Metro Card Recharge,1513.75,Transportation,Expense
2025-10-23,Zomato,881.22,Food,Expense
2025-10-23,BookMyShow,127.15,Entertainment,Expense
2025-10-23,Metro Card Recharge,1352.36,Transportation,Expense
2025-10-23,McDonalds,1845.03,Food,Expense
2025-10-23,Starbucks,177.93,Food,Expense
2025-10-23,Dominos Pizza,893.74,Food,Expense
2025-10-24,Swiggy,2479.92,Food,Expense
2025-10-24,Zomato,1905.62,Food,Expense
2025-10-24,DMart,1349.25,Shopping,Expense
2025-10-24,Tech Corp Salary,135674.01,Salary,Income
2025-10-24,Petrol Pump,2455.92,Transportation,Expense
2025-10-25,Water Bill,1282.15,Bills & Utilities,Expense
2025-10-25,Metro Card Recharge,224.64,Transportation,Expense
2025-10-25,Spotify,895.06,Entertainment,Expense
2025-10-25,Oyo Rooms,6380.21,Travel,Expense
2025-10-25,Apollo Pharmacy,1809.17,Healthcare,Expense
2025-10-25,Dental Checkup,332.65,Healthcare,Expense
2025-10-25,Practo Consultation,2997.28,Healthcare,Expense
2025-10-25,Jio Recharge,2925.1,Bills & Utilities,Expense
2025-10-25,Airtel Broadband,1057.21,Bills & Utilities,Expense
2025-10-25,Monthly Rent,15480.72,Rent,Expense
2025-10-26,Electricity Bill,2409.3,Bills & Utilities,Expense
2025-10-26,Indian Railways,1782.01,Transportation,Expense
2025-10-26,Swiggy,2169.05,Food,Expense
2025-10-26,Netflix,1005.79,Entertainment,Expense
2025-10-26,Hospital Bill,2854.0,Healthcare,Expense
2025-10-26,McDonalds,456.51,Food,Expense
2025-10-26,Indian Railways,2233.91,Transportation,Expense
2025-10-27,Dominos Pizza,2870.4,Food,Expense
2025-10-27,Metro Card Recharge,1303.82,Transportation,Expense
2025-10-27,Amazon,1221.87,Shopping,Expense
2025-10-27,Reliance Digital,685.77,Shopping,Expense
2025-10-28,Myntra,610.51,Shopping,Expense
2025-10-28,Zomato,2371.12,Food,Expense
2025-10-28,Oyo Rooms,11840.28,Travel,Expense
2025-10-28,PVR Cinemas,751.76,Entertainment,Expense
2025-10-28,Flipkart,1627.81,Shopping,Expense
2025-10-28,Local Bakery,128.84,Food,Expense
2025-10-28,Cafe Coffee Day,802.14,Food,Expense
2025-10-28,Myntra,742.62,Shopping,Expense
2025-10-28,Starbucks,308.47,Food,Expense
2025-10-28,Zara,937.3,Shopping,Expense
2025-10-29,Oyo Rooms,6658.12,Travel,Expense
2025-10-29,Zomato,2303.16,Food,Expense
2025-10-29,Oyo Rooms,13303.15,Travel,Expense
2025-10-29,Tech Corp Salary,99698.74,Salary,Income
2025-10-29,Indian Railways,2177.07,Transportation,Expense
2025-10-29,Practo Consultation,824.38,Healthcare,Expense
2025-10-29,Indigo Airlines,3827.08,Travel,Expense
2025-10-29,Dominos Pizza,936.24,Food,Expense
2025-10-30,Amazon,1686.49,Shopping,Expense
2025-10-30,Jio Recharge,325.95,Bills & Utilities,Expense
2025-10-30,Netflix,2124.48,Entertainment,Expense
2025-10-30,BookMyShow,1744.43,Entertainment,Expense
2025-10-30,Myntra,1719.58,Shopping,Expense
2025-10-30,Zomato,1643.01,Food,Expense
2025-10-31,Dental Checkup,1665.7,Healthcare,Expense
2025-10-31,Metro Card Recharge,1071.67,Transportation,Expense
2025-10-31,Flipkart,1761.13,Shopping,Expense
2025-10-31,Metro Card Recharge,518.75,Transportation,Expense
2025-10-31,Dominos Pizza,835.38,Food,Expense
2025-10-31,Netflix,647.7,Entertainment,Expense
2025-10-31,Swiggy,144.38,Food,Expense
2025-10-31,Metro Card Recharge,6875.51,Transportation,Expense
2025-11-01,Apollo Pharmacy,1032.27,Healthcare,Expense
2025-11-01,McDonalds,2080.73,Food,Expense
2025-11-01,Starbucks,1181.93,Food,Expense
2025-11-01,Amazon Prime,1277.9,Entertainment,Expense
2025-11-01,Water Bill,2129.45,Bills & Utilities,Expense
2025-11-01,Zomato,584.52,Food,Expense
2025-11-01,Monthly Rent,22723.53,Rent,Expense
2025-11-01,PVR Cinemas,799.68,Entertainment,Expense
2025-11-01,Freelance Gig,142708.96,Salary,Income
2025-11-02,Water Bill,2837.85,Bills & Utilities,Expense
2025-11-02,PVR Cinemas,1538.16,Entertainment,Expense
2025-11-02,Myntra,2393.86,Shopping,Expense
2025-11-02,Netflix,2306.71,Entertainment,Expense
2025-11-02,Cafe Coffee Day,914.04,Food,Expense
2025-11-02,Monthly Rent,16019.73,Rent,Expense
2025-11-03,Uber,796.56,Transportation,Expense
2025-11-03,Zara,2518.32,Shopping,Expense
2025-11-03,Dominos Pizza,2056.69,Food,Expense
2025-11-03,Zomato,1109.79,Food,Expense
2025-11-03,Indian Railways,1791.51,Transportation,Expense
2025-11-03,Starbucks,677.27,Food,Expense
2025-11-03,Airtel Broadband,1778.1,Bills & Utilities,Expense
2025-11-04,Uber,413.81,Transportation,Expense
2025-11-04,Amazon,264.57,Shopping,Expense
2025-11-04,Flipkart,1627.79,Shopping,Expense
2025-11-04,Dental Checkup,1069.18,Healthcare,Expense
2025-11-04,DMart,311.67,Shopping,Expense
2025-11-04,Myntra,2133.76,Shopping,Expense
2025-11-04,Netflix,2468.27,Entertainment,Expense
2025-11-04,Swiggy,1481.13,Food,Expense
2025-11-05,Local Bakery,1703.77,Food,Expense
2025-11-05,Reliance Digital,1892.1,Shopping,Expense
2025-11-05,Metro Card Recharge,2089.9,Transportation,Expense
2025-11-05,Myntra,605.13,Shopping,Expense
2025-11-05,Monthly Rent,11028.5,Rent,Expense
2025-11-05,Hotel Taj,7395.67,Travel,Expense
2025-11-06,Ola,612.9,Transportation,Expense
2025-11-06,Uber,488.59,Transportation,Expense
2025-11-06,Spotify,223.03,Entertainment,Expense
2025-11-06,McDonalds,405.11,Food,Expense
2025-11-06,Reliance Digital,946.97,Shopping,Expense
2025-11-06,Spotify,1830.34,Entertainment,Expense
2025-11-06,Starbucks,592.87,Food,Expense
2025-11-06,Water Bill,1902.25,Bills & Utilities,Expense
2025-11-06,Ola,2794.05,Transportation,Expense
2025-11-07,Oyo Rooms,6385.62,Travel,Expense
2025-11-07,BookMyShow,11087.12,Entertainment,Expense
2025-11-07,Local Bakery,1215.08,Food,Expense
2025-11-07,Indian Railways,273.05,Transportation,Expense
2025-11-07,Cafe Coffee Day,2888.92,Food,Expense
2025-11-08,Amazon,690.16,Shopping,Expense
2025-11-08,Metro Card Recharge,1556.46,Transportation,Expense
2025-11-08,Water Bill,2565.42,Bills & Utilities,Expense
2025-11-08,Starbucks,2038.47,Food,Expense
2025-11-08,McDonalds,1759.93,Food,Expense
2025-11-08,Dominos Pizza,198.11,Food,Expense
2025-11-09,Monthly Rent,23041.48,Rent,Expense
2025-11-09,Apollo Pharmacy,205.81,Healthcare,Expense
2025-11-09,Dominos Pizza,237.92,Food,Expense
2025-11-09,Metro Card Recharge,1356.19,Transportation,Expense
2025-11-09,Ola,2089.14,Transportation,Expense
2025-11-09,Local Bakery,1448.69,Food,Expense
2025-11-09,Flipkart,1328.96,Shopping,Expense
2025-11-10,McDonalds,618.78,Food,Expense
2025-11-10,Gas Cylinder,2984.98,Bills & Utilities,Expense
2025-11-10,Practo Consultation,2018.16,Healthcare,Expense
2025-11-10,Reliance Digital,308.92,Shopping,Expense
2025-11-10,Zomato,1284.06,Food,Expense
2025-11-11,Apollo Pharmacy,992.03,Healthcare,Expense
2025-11-11,Tech Corp Salary,91020.3,Salary,Income
2025-11-11,Starbucks,2142.83,Food,Expense
2025-11-11,Indian Railways,2431.34,Transportation,Expense
2025-11-11,Swiggy,1251.45,Food,Expense
2025-11-11,Consulting Fee,78559.34,Salary,Income
2025-11-12,Consulting Fee,49307.74,Salary,Income
2025-11-12,Amazon,1554.23,Shopping,Expense
2025-11-12,Uber,672.79,Transportation,Expense
2025-11-12,Swiggy,1802.68,Food,Expense
2025-11-12,DMart,1930.43,Shopping,Expense
2025-11-12,Monthly Rent,21692.62,Rent,Expense
2025-11-12,Cafe Coffee Day,1146.59,Food,Expense
2025-11-12,Dental Checkup,1360.49,Healthcare,Expense
2025-11-12,Monthly Rent,28558.28,Rent,Expense
2025-11-12,Spotify,2949.71,Entertainment,Expense
2025-11-12,DMart,9153.54,Shopping,Expense
2025-11-13,Netflix,676.81,Entertainment,Expense
2025-11-13,Indian Railways,2637.99,Transportation,Expense
2025-11-13,Reliance Digital,290.4,Shopping,Expense
2025-11-13,Water Bill,1044.83,Bills & Utilities,Expense
2025-11-13,Apollo Pharmacy,2037.75,Healthcare,Expense
2025-11-13,Electricity Bill,2211.4,Bills & Utilities,Expense
2025-11-13,Petrol Pump,645.45,Transportation,Expense
2025-11-13,Practo Consultation,828.5,Healthcare,Expense
2025-11-14,Ola,2429.51,Transportation,Expense
2025-11-14,Zomato,255.47,Food,Expense
2025-11-14,Electricity Bill,1612.96,Bills & Utilities,Expense
2025-11-14,Ola,432.39,Transportation,Expense
2025-11-14,Metro Card Recharge,2735.21,Transportation,Expense
2025-11-14,Amazon,1108.78,Shopping,Expense
2025-11-14,Local Bakery,1375.93,Food,Expense
2025-11-14,Indian Railways,1272.85,Transportation,Expense
2025-11-14,Amazon Prime,1777.55,Entertainment,Expense
2025-11-15,Metro Card Recharge,2293.65,Transportation,Expense
2025-11-15,Swiggy,2624.52,Food,Expense
2025-11-15,Spotify,2725.41,Entertainment,Expense
2025-11-15,PVR Cinemas,438.55,Entertainment,Expense
2025-11-15,Zomato,2396.98,Food,Expense
2025-11-15,Uber,2981.87,Transportation,Expense
2025-11-15,Zomato,1028.39,Food,Expense
2025-11-15,Electricity Bill,2668.02,Bills & Utilities,Expense
2025-11-15,Zomato,212.35,Food,Expense
2025-11-15,PVR Cinemas,1541.6,Entertainment,Expense
2025-11-15,Myntra,2703.23,Shopping,Expense
2025-11-15,Swiggy,1883.82,Food,Expense
2025-11-16,Ola,2648.1,Transportation,Expense
2025-11-16,Zomato,2571.51,Food,Expense
2025-11-16,Uber,2542.08,Transportation,Expense
2025-11-16,Dental Checkup,275.84,Healthcare,Expense
2025-11-16,Hospital Bill,1336.62,Healthcare,Expense
2025-11-16,DMart,1489.15,Shopping,Expense
2025-11-16,Uber,1464.61,Transportation,Expense
2025-11-16,Starbucks,618.38,Food,Expense
2025-11-16,DMart,2757.68,Shopping,Expense
2025-11-17,MakeMyTrip,3670.06,Travel,Expense
2025-11-17,Zomato,168.27,Food,Expense
2025-11-17,Ola,2933.86,Transportation,Expense
2025-11-17,Dominos Pizza,2296.62,Food,Expense
2025-11-17,PVR Cinemas,260.93,Entertainment,Expense
2025-11-18,Hotel Taj,9656.23,Travel,Expense
2025-11-18,Cafe Coffee Day,674.37,Food,Expense
2025-11-18,Swiggy,1929.66,Food,Expense
2025-11-18,Water Bill,1076.63,Bills & Utilities,Expense
2025-11-18,Practo Consultation,152.77,Healthcare,Expense
2025-11-18,Apollo Pharmacy,623.42,Healthcare,Expense
2025-11-18,DMart,2318.62,Shopping,Expense
2025-11-18,Zomato,669.44,Food,Expense
2025-11-18,Ola,705.16,Transportation,Expense
2025-11-18,Metro Card Recharge,2263.44,Transportation,Expense
2025-11-19,Practo Consultation,637.19,Healthcare,Expense
2025-11-19,Indian Railways,1150.53,Transportation,Expense
2025-11-19,Uber,2145.48,Transportation,Expense
2025-11-19,Practo Consultation,1421.72,Healthcare,Expense
2025-11-19,Metro Card Recharge,1369.0,Transportation,Expense
2025-11-20,Monthly Rent,21374.16,Rent,Expense
2025-11-20,Jio Recharge,10560.8,Bills & Utilities,Expense
2025-11-20,Jio Recharge,1835.79,Bills & Utilities,Expense
2025-11-20,Airtel Broadband,1814.14,Bills & Utilities,Expense
2025-11-20,McDonalds,2066.91,Food,Expense
2025-11-20,Water Bill,1940.14,Bills & Utilities,Expense
2025-11-21,McDonalds,636.9,Food,Expense
2025-11-21,Local Bakery,2596.56,Food,Expense
2025-11-21,Uber,1128.12,Transportation,Expense
2025-11-21,Monthly Rent,16165.61,Rent,Expense
2025-11-21,Petrol Pump,1329.31,Transportation,Expense
2025-11-21,Water Bill,2390.53,Bills & Utilities,Expense
2025-11-21,Ola,1535.36,Transportation,Expense
2025-11-22,Oyo Rooms,11966.11,Travel,Expense
2025-11-22,Netflix,149.09,Entertainment,Expense
2025-11-22,Hotel Taj,6383.14,Travel,Expense
2025-11-22,Electricity Bill,1267.76,Bills & Utilities,Expense
2025-11-22,Zara,2344.12,Shopping,Expense
2025-11-22,Monthly Rent,27081.89,Rent,Expense
2025-11-23,Myntra,1917.01,Shopping,Expense
2025-11-23,Petrol Pump,2195.58,Transportation,Expense
2025-11-23,Flipkart,189.19,Shopping,Expense
2025-11-23,Cafe Coffee Day,2490.02,Food,Expense
2025-11-24,Gas Cylinder,379.51,Bills & Utilities,Expense
2025-11-24,Freelance Gig,149594.26,Salary,Income
2025-11-24,Indian Railways,2937.48,Transportation,Expense
2025-11-24,Apollo Pharmacy,2360.65,Healthcare,Expense
2025-11-24,Local Bakery,1055.5,Food,Expense
2025-11-24,Amazon Prime,443.46,Entertainment,Expense
2025-11-24,Reliance Digital,2286.2,Shopping,Expense
2025-11-24,Swiggy,2476.1,Food,Expense
2025-11-24,DMart,2625.01,Shopping,Expense
2025-11-24,Zomato,2861.68,Food,Expense
2025-11-24,Ola,1745.71,Transportation,Expense
2025-11-24,Spotify,302.42,Entertainment,Expense
2025-11-24,Amazon,598.21,Shopping,Expense
2025-11-25,McDonalds,855.62,Food,Expense
2025-11-25,McDonalds,1502.3,Food,Expense
2025-11-25,Amazon,1797.96,Shopping,Expense
2025-11-25,Practo Consultation,404.84,Healthcare,Expense
2025-11-25,Zomato,603.66,Food,Expense
2025-11-26,Tech Corp Salary,120104.85,Salary,Income
2025-11-26,Indian Railways,988.92,Transportation,Expense
2025-11-26,Airtel Broadband,1986.74,Bills & Utilities,Expense
2025-11-26,Cafe Coffee Day,2955.08,Food,Expense
2025-11-26,Myntra,118.4,Shopping,Expense
2025-11-26,Indian Railways,2155.16,Transportation,Expense
2025-11-26,Swiggy,2249.89,Food,Expense
2025-11-27,MakeMyTrip,12642.88,Travel,Expense
2025-11-27,McDonalds,1895.62,Food,Expense
2025-11-27,Netflix,2206.78,Entertainment,Expense
2025-11-27,Swiggy,663.76,Food,Expense
2025-11-27,Jio Recharge,482.17,Bills & Utilities,Expense
2025-11-28,Apollo Pharmacy,1814.82,Healthcare,Expense
2025-11-28,Amazon Prime,2196.54,Entertainment,Expense
2025-11-28,Gas Cylinder,209.79,Bills & Utilities,Expense
2025-11-28,Hotel Taj,11296.77,Travel,Expense
2025-11-28,Gas Cylinder,2025.13,Bills & Utilities,Expense
2025-11-28,Jio Recharge,1342.67,Bills & Utilities,Expense
2025-11-28,Reliance Digital,1153.15,Shopping,Expense
2025-11-29,Uber,1690.08,Transportation,Expense
2025-11-29,Dominos Pizza,470.88,Food,Expense
2025-11-29,Airtel Broadband,267.42,Bills & Utilities,Expense
2025-11-30,Zara,2052.77,Shopping,Expense
2025-11-30,Swiggy,543.97,Food,Expense
2025-11-30,Myntra,1625.2,Shopping,Expense
2025-11-30,Local Bakery,896.3,Food,Expense
2025-11-30,Amazon Prime,1821.97,Entertainment,Expense
2025-11-30,Monthly Rent,24453.49,Rent,Expense
2025-12-01,Airtel Broadband,2020.64,Bills & Utilities,Expense
2025-12-01,Amazon Prime,2294.04,Entertainment,Expense
2025-12-01,Myntra,1138.61,Shopping,Expense
2025-12-01,Zomato,804.52,Food,Expense
2025-12-01,Metro Card Recharge,1408.08,Transportation,Expense
2025-12-01,McDonalds,670.49,Food,Expense
2025-12-01,Dominos Pizza,2246.77,Food,Expense
2025-12-01,Petrol Pump,1527.42,Transportation,Expense
2025-12-02,Electricity Bill,2265.11,Bills & Utilities,Expense
2025-12-02,Zara,1961.56,Shopping,Expense
2025-12-02,Amazon Prime,1643.66,Entertainment,Expense
2025-12-02,Swiggy,2805.79,Food,Expense
2025-12-02,Uber,225.41,Transportation,Expense
2025-12-02,Dental Checkup,1423.56,Healthcare,Expense
2025-12-02,Swiggy,2875.57,Food,Expense
2025-12-02,Cafe Coffee Day,2516.96,Food,Expense
2025-12-02,Dominos Pizza,499.08,Food,Expense
2025-12-03,Dominos Pizza,1251.43,Food,Expense
2025-12-03,Oyo Rooms,4459.71,Travel,Expense
